LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,BookingStatus
44,2018,4,23,2,2,0,2,0,0,0,0,117.15,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
28,2017,10,12,1,1,0,2,0,0,0,0,110.65,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
154,2018,4,19,0,3,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
37,2017,10,22,0,3,0,2,0,0,0,0,96.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
151,2018,1,19,0,3,0,1,0,0,0,0,80.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
257,2017,7,1,0,2,0,2,0,0,0,0,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
45,2018,6,27,1,3,0,3,0,0,0,0,157.68,2,0.0,1.0,0.0,0.0,0.0,0.0,Not Canceled
88,2017,10,5,1,1,0,2,0,0,0,0,112.2,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
38,2018,2,15,1,0,0,1,0,0,0,0,67.5,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
320,2018,8,18,0,2,0,1,0,0,0,0,90.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
56,2018,12,16,2,2,0,2,0,0,0,0,67.32,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
144,2018,7,3,2,2,0,2,0,0,0,0,112.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
257,2017,7,1,0,2,0,2,0,0,0,0,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
131,2018,10,10,1,0,0,1,0,0,0,0,108.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
113,2018,7,5,1,5,0,2,0,0,0,0,92.94,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
25,2018,9,18,1,0,0,3,0,0,0,0,185.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
204,2018,7,12,0,4,0,2,0,0,0,0,81.81,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
58,2018,9,8,1,3,0,1,0,0,0,0,90.95,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
192,2018,6,24,0,2,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
82,2017,11,21,0,1,0,2,0,0,0,0,72.25,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
53,2018,8,4,1,3,0,2,0,0,0,0,135.9,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
114,2018,6,1,0,3,0,2,0,0,0,0,75.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
44,2018,4,23,2,1,0,2,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
164,2018,5,2,1,3,0,2,0,0,0,0,99.45,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
10,2018,2,20,2,1,0,2,1,0,0,0,109.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
74,2018,11,13,2,0,0,2,0,0,0,0,79.2,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
45,2018,6,20,1,2,0,2,0,0,0,0,101.7,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
72,2018,11,9,0,2,0,2,0,0,0,0,175.5,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
38,2018,11,4,1,2,0,2,0,0,0,0,118.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
12,2018,9,25,2,0,0,2,0,0,0,0,164.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
5,2017,9,7,1,1,0,2,0,0,0,0,75.24,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
48,2018,2,24,0,4,0,2,0,0,0,0,51.09,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
56,2018,11,11,0,2,0,2,0,0,0,0,97.2,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
105,2018,10,12,0,3,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
37,2018,4,3,2,0,0,3,0,0,0,0,150.3,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
61,2018,9,7,2,5,1,2,2,0,0,0,207.64,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
55,2018,3,20,2,3,0,3,0,0,0,0,124.1,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
12,2018,3,30,1,4,0,2,0,0,0,0,140.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
13,2018,12,19,1,1,0,1,0,0,0,0,78.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
70,2018,12,9,0,2,0,2,1,0,0,0,80.33,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
82,2018,5,21,2,3,0,2,0,0,0,0,90.95,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
84,2018,10,31,1,3,0,2,0,0,0,0,79.43,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
245,2018,7,6,2,4,0,1,0,0,0,0,110.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
258,2018,10,2,2,5,0,2,0,0,0,0,90.1,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
74,2017,9,18,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
24,2018,7,26,0,2,0,3,0,0,0,0,187.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2018,1,22,0,1,0,2,0,0,0,0,91.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,9,12,1,4,0,2,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
140,2018,6,15,0,4,0,2,0,0,0,0,80.75,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
6,2018,4,22,2,3,0,2,0,0,0,0,91.44,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
18,2018,2,26,0,2,0,2,0,0,0,0,81.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
129,2018,5,10,0,4,0,2,0,0,0,0,99.45,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
8,2018,8,9,0,4,1,2,0,0,0,0,148.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
157,2018,7,7,1,3,0,2,0,0,0,0,72.25,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
16,2018,10,21,0,2,0,2,0,0,0,0,140.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
53,2018,2,27,2,4,0,2,0,0,0,0,80.2,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
35,2018,10,28,1,2,0,2,0,0,0,0,129.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
235,2018,10,27,1,3,0,2,1,0,0,0,106.25,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
22,2018,10,5,0,3,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
34,2017,9,23,0,3,0,2,0,0,0,0,224.67,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
37,2018,10,13,0,3,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
18,2018,2,20,1,1,0,1,0,0,0,0,86.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
251,2018,12,31,2,5,0,2,0,0,0,0,79.29,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
37,2018,10,13,0,3,0,2,0,0,0,0,105.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
433,2018,9,8,0,3,0,2,0,0,0,0,70.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
19,2017,10,27,0,1,0,1,0,0,0,0,95.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
256,2018,6,15,0,2,0,1,0,0,0,0,90.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,6,11,0,1,0,2,0,0,0,0,121.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
31,2018,6,20,1,1,0,2,0,0,0,0,107.1,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
231,2018,12,27,2,5,0,1,0,0,0,0,69.58,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
3,2018,1,25,1,0,0,2,0,0,0,0,93.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
275,2018,10,5,1,4,0,2,0,0,0,0,90.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
7,2018,7,20,0,1,0,2,0,0,0,0,99.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
5,2018,2,16,0,3,0,2,0,0,0,0,91.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
86,2018,12,8,0,3,0,2,2,0,0,0,122.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
4,2018,7,8,1,2,0,2,2,0,0,0,306.0,3,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
48,2018,10,21,1,2,0,2,0,0,0,0,85.5,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
192,2018,6,24,0,2,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
19,2018,11,26,2,2,0,2,0,0,0,0,57.59,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
131,2017,8,15,2,1,0,2,0,0,0,0,94.5,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
0,2018,4,15,0,2,0,2,0,0,0,0,89.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
1,2018,4,19,0,2,0,1,0,0,0,0,107.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
133,2018,3,11,1,2,0,2,0,0,0,0,84.33,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
79,2017,7,15,0,4,0,2,0,0,0,0,85.5,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
122,2018,4,15,0,2,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
18,2018,11,25,0,2,0,2,0,0,0,0,104.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
220,2018,9,17,2,1,0,2,0,0,0,0,156.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
69,2018,9,8,1,3,0,3,0,0,0,0,168.3,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
37,2018,10,13,0,3,0,2,0,0,0,0,105.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
277,2018,10,18,1,5,0,2,0,0,0,0,82.17,2,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
32,2018,7,4,1,1,1,1,0,1,1,11,67.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
12,2018,2,6,0,1,0,2,1,0,0,0,109.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
38,2018,3,19,2,1,1,2,0,0,0,0,104.4,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
48,2018,9,14,0,2,0,2,0,0,0,0,130.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
211,2018,5,20,0,2,0,2,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
148,2018,8,21,2,2,0,2,0,0,0,0,127.8,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
104,2018,6,7,0,4,0,2,0,0,0,0,87.67,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
47,2018,10,16,2,3,0,2,0,0,0,0,97.82,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
20,2017,10,4,2,1,0,2,0,0,0,0,107.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
47,2018,3,29,0,3,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
0,2017,8,13,0,2,0,2,0,0,0,0,85.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
85,2018,10,6,1,3,0,2,0,0,0,0,85.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
138,2017,8,22,2,1,0,2,0,0,0,0,94.5,0,0.0,1.0,0.0,0.0,0.0,1.0,Canceled
4,2018,2,13,2,1,0,2,0,0,0,0,91.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
49,2018,7,17,1,0,0,3,0,0,0,0,168.3,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
3,2018,12,23,2,2,0,2,0,0,0,0,93.63,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
114,2018,8,6,2,2,0,2,0,0,0,0,114.3,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
29,2018,9,18,2,0,0,2,0,0,0,0,122.55,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
55,2018,11,25,0,1,0,2,0,0,0,0,93.6,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
192,2018,6,24,0,2,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
10,2018,12,1,0,3,0,2,0,0,0,0,90.33,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
266,2018,12,26,1,3,0,2,0,0,0,0,73.95,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
188,2018,6,15,0,2,0,1,0,0,0,0,130.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
3,2018,8,22,1,1,0,2,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
16,2018,12,6,0,3,0,2,0,0,0,0,104.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
110,2018,7,30,2,1,0,2,2,0,0,0,168.1,3,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
303,2018,8,19,2,3,0,2,0,0,0,0,78.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
53,2018,10,14,0,1,0,1,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
116,2018,6,11,1,1,0,2,0,0,0,0,80.75,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2018,7,20,0,1,0,1,0,0,0,0,79.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
24,2018,12,7,0,3,0,2,0,0,0,0,106.33,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
158,2018,7,3,2,3,0,2,0,0,0,0,99.45,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
12,2018,3,17,0,3,0,2,0,0,0,0,38.67,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
112,2017,8,17,1,2,0,2,0,0,0,0,76.5,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
103,2018,3,18,1,2,0,2,0,0,0,0,78.3,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
71,2018,6,14,0,3,0,1,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
145,2018,10,8,2,1,0,2,0,0,0,0,108.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
33,2018,8,8,1,2,0,2,0,0,0,0,135.9,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
8,2017,11,21,2,5,0,1,0,0,0,0,62.57,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
49,2018,12,7,0,4,0,2,0,0,0,0,94.51,1,0.0,1.0,0.0,0.0,0.0,0.0,Not Canceled
29,2018,10,28,0,1,0,1,0,0,0,0,144.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
4,2017,10,19,1,3,0,2,0,0,0,0,72.25,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
7,2018,5,18,0,1,0,1,0,0,0,0,169.0,0,0.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
0,2018,3,5,0,1,0,2,0,0,0,0,109.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
144,2018,9,23,2,3,0,2,0,0,0,0,129.6,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
110,2018,7,7,1,3,0,3,0,0,0,0,138.55,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
91,2018,8,6,2,1,0,3,0,0,0,0,152.1,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
156,2018,8,2,0,4,0,2,0,0,0,0,99.45,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
52,2018,12,19,1,5,0,2,1,0,0,0,105.4,3,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,9,15,0,1,0,2,0,0,0,0,179.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
19,2018,12,6,0,4,0,2,0,0,0,0,89.89,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
9,2018,10,20,0,1,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
65,2018,10,16,2,2,0,2,0,0,0,0,80.75,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
21,2018,9,11,2,0,1,2,0,0,0,0,98.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
30,2018,6,2,0,2,0,2,0,0,0,0,140.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
13,2018,8,21,2,3,0,3,0,0,0,0,110.4,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
4,2018,12,20,0,3,1,1,0,1,0,1,67.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
121,2018,8,9,2,5,0,2,0,0,0,0,162.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
14,2018,3,24,0,3,1,3,0,0,0,0,192.67,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
12,2018,9,9,0,1,0,2,0,0,0,0,154.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
25,2018,10,18,0,3,0,2,0,0,0,0,85.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
226,2018,10,29,2,2,0,2,0,0,0,0,70.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
1,2018,4,16,2,2,0,2,0,0,0,0,116.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
37,2018,10,13,0,3,0,2,0,0,0,0,105.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
72,2017,9,18,0,1,0,1,0,0,0,0,84.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
317,2018,9,15,0,2,0,2,0,0,0,0,120.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
7,2018,4,27,1,4,0,2,0,0,0,0,121.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
1,2018,8,7,1,0,0,2,0,0,0,0,98.0,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
37,2018,10,13,0,3,0,1,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
247,2018,6,6,1,1,0,2,0,0,0,0,115.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
79,2018,4,4,1,5,0,2,0,0,0,0,96.62,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,9,18,2,0,0,1,0,0,0,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
181,2018,10,28,0,2,0,2,0,0,0,0,90.9,2,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
0,2018,8,24,0,1,0,2,1,0,0,0,136.44,1,0.0,1.0,0.0,0.0,0.0,0.0,Not Canceled
84,2018,9,7,0,1,0,1,0,1,1,8,65.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
69,2018,5,17,0,3,0,2,0,0,0,0,126.9,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
127,2018,7,25,1,0,0,2,0,0,0,0,94.5,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
45,2018,4,17,2,2,0,2,0,0,0,0,90.88,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
28,2017,10,15,0,3,0,1,0,0,0,0,82.65,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
21,2017,11,5,0,2,0,2,0,0,0,0,76.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
0,2018,12,5,1,0,0,2,0,0,0,0,88.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
11,2018,4,10,1,0,0,1,0,0,0,0,90.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
320,2018,8,18,0,2,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
1,2017,8,23,2,0,0,2,0,0,0,0,98.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
273,2018,6,24,1,2,0,2,0,0,0,0,94.5,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
230,2018,9,6,0,5,0,2,0,0,0,0,137.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
22,2017,9,4,2,3,0,2,0,0,0,0,75.6,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
238,2018,6,18,0,1,1,2,2,0,0,0,178.2,1,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
7,2017,12,26,2,1,0,2,0,0,0,0,98.6,2,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
204,2018,5,5,0,3,0,2,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
176,2018,7,5,2,6,0,2,0,0,0,0,80.75,1,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
328,2018,9,29,0,3,0,2,0,0,0,0,95.4,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
15,2018,8,30,0,2,0,2,0,0,0,0,117.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
38,2018,12,5,1,1,0,2,0,0,0,0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,Not Canceled
8,2018,8,13,1,1,0,2,1,0,0,0,159.5,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
320,2018,8,18,0,2,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
59,2017,10,29,0,3,0,2,0,0,0,0,72.25,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
106,2018,4,27,0,4,0,2,0,0,0,0,85.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
161,2018,3,25,1,2,0,2,0,0,0,0,130.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
118,2018,4,3,2,1,0,2,0,0,0,0,87.3,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
9,2017,10,1,0,1,0,1,0,0,0,0,65.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
183,2018,7,16,2,1,0,1,0,0,0,0,90.9,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
278,2018,11,28,1,3,0,2,1,0,0,0,89.25,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
180,2018,10,26,0,4,0,2,0,0,0,0,66.49,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
23,2018,6,15,0,1,0,1,0,0,0,0,119.85,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
2,2018,3,31,0,2,1,1,0,1,0,5,67.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
225,2018,11,25,0,1,0,2,0,0,0,0,67.5,0,0.0,0.0,0.0,0.0,0.0,0.0,Canceled
433,2018,9,8,0,3,0,2,0,0,0,0,70.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
57,2018,6,10,1,2,0,1,0,0,0,0,75.33,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
74,2017,9,18,0,2,0,2,0,0,0,0,109.0,0,0.0,1.0,0.0,0.0,0.0,1.0,Not Canceled
0,2017,10,21,0,1,0,2,0,0,0,0,145.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
24,2018,12,2,1,2,0,2,0,0,0,0,80.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
166,2018,11,1,0,3,0,1,0,0,0,0,110.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
9,2018,4,8,1,2,0,1,0,0,0,0,131.33,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
116,2018,3,25,2,2,0,2,0,0,0,0,59.5,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
36,2018,7,20,0,2,0,3,0,0,0,0,159.3,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
119,2018,9,22,0,3,0,2,0,0,0,0,129.6,2,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
12,2017,8,5,0,3,0,1,0,0,0,0,60.0,0,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
239,2018,10,23,2,1,0,2,0,0,0,0,96.3,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
195,2018,12,2,0,2,0,0,2,0,0,0,71.22,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
377,2018,10,14,0,2,0,2,0,0,0,0,115.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
141,2018,9,23,0,2,0,3,0,0,0,0,163.8,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
96,2018,4,8,0,1,0,1,0,0,0,0,90.9,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
60,2017,9,12,2,3,0,2,0,0,0,0,98.94,1,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
3,2018,10,10,1,3,0,1,0,1,4,47,65.0,1,1.0,0.0,0.0,0.0,1.0,0.0,Not Canceled
113,2018,5,31,0,3,0,2,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
161,2018,3,25,1,2,0,2,0,0,0,0,130.0,0,0.0,1.0,0.0,0.0,0.0,0.0,Canceled
105,2018,4,6,0,1,0,2,0,0,0,0,75.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
34,2018,12,16,0,1,0,2,0,0,0,0,88.0,2,0.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
159,2018,4,9,1,1,0,2,0,0,0,0,70.0,1,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
146,2018,4,24,2,0,0,2,0,0,0,0,95.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Canceled
70,2018,6,3,0,2,0,2,0,0,0,0,100.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
122,2018,8,21,3,5,0,2,0,0,0,0,72.26,2,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
151,2018,1,19,0,3,0,1,0,0,0,0,71.0,0,1.0,0.0,0.0,0.0,0.0,1.0,Not Canceled
6,2018,11,7,1,0,0,1,0,0,0,0,197.0,0,1.0,0.0,0.0,0.0,0.0,0.0,Not Canceled
